area,rainfall,temperature,humidity,N,P,K,yield
8.729479927305253,105.94232483808779,31.018424372708036,66.46660071687027,128.52394799013652,93.52656163176313,75.32675313585041,4.32656137504605
2.828575922676674,143.85515374494273,38.42834540966335,73.76811306776582,51.85510442586077,82.84311371346955,75.5600279424334,3.1025644602151305
8.988423134631734,48.63382604123176,34.12663972155022,83.50403087730864,27.416867483588653,21.69325674303116,40.17536051406457,3.1064969737939196
8.843732196335612,191.34569757988712,24.56125101025887,67.36163041608742,72.0290276512697,73.50120613961815,57.046680380397575,3.433845188340769
6.464187516567472,269.73055541338795,39.24120538189315,44.91562828861308,35.38048918904303,81.05517569860893,62.71973245826496,3.8907306608143295
6.237960295464018,61.81097431746569,34.770779308082425,74.23242535521962,62.29110563375803,58.701486178701046,43.92804575066506,3.4598837184052518
9.532851451005437,65.63958420161524,15.69879515181554,76.12933275303794,89.63499165551947,34.84615404287038,60.4358992162487,4.01244141729175
7.682143466957013,158.13305016356944,17.91466034800237,57.76717150254996,100.20857453269184,31.102567723288935,31.961476545984848,4.163941438338489
6.991176826215452,105.93212809561611,20.45027905111959,68.92477146494798,40.56532621642767,97.67313736060544,88.73962191573997,3.3968116065382548
4.639537144175542,104.77080608172578,17.08758957517165,61.65024086349028,41.8214554660716,49.31141183912983,96.43028762896712,3.2593353042118225
5.097985234500395,202.44093621153831,27.135680480424544,53.314967969711574,131.23544037565864,56.69425069450758,39.40596557452204,4.744880829461825
4.19475043415085,140.7692219153581,23.517951054804158,71.9828864328457,142.28428558729388,63.8349158984981,40.815782878612715,5.065645570885704
9.490049693419333,258.0548409001192,39.32313659328396,48.60988193801486,99.94245097621088,19.056826293178126,29.458911071195093,4.787972171427404
6.562132525336077,145.8046526007676,26.818402431279324,53.010894025811275,87.95524830765066,17.316585602715605,87.83013945961119,4.414503879272036
7.913454083375889,196.12438004308925,20.30387150439335,57.31288126911729,102.13025568651406,27.832321717071977,24.70256153232458,4.255784691148925
0.8533974832842306,137.43067229445052,39.268271106029445,68.8041139502765,28.00686635675192,15.879616017638345,81.89729645714206,2.2529805336985262
8.598049870347507,99.12634423582585,27.847044785601696,81.87122478437223,135.58546579006173,90.86250588133026,84.90957745104271,3.8390444568668314
4.4675638257235155,157.2596687433234,16.826494283416505,68.8204144783638,39.20339368374116,23.32218436890233,38.4597069898778,3.188459793308871
7.503023560753552,224.52971504456167,17.02186552546311,74.9344746608337,103.7552853453198,30.391225472448113,79.91124346086937,4.848350429618396
0.8802404907973687,287.2584679823767,31.88231704858445,51.09615128653702,41.0758932319207,58.35793235238124,50.767479301723384,3.6725522601011145
8.991795241216666,41.385042994511444,27.36989722568788,67.30782814504929,108.81081466637534,90.6583803314342,41.3607346929285,4.118208130938073
6.7685331011923475,173.59327587386426,30.605770361222397,40.71184731885634,115.48073401254346,14.41280950602517,90.40405791359126,3.8633157967666296
4.8462575132776085,201.71082248020193,36.24150020480538,60.47996004374384,113.74643569476159,29.437701187224462,50.81752843185052,3.907123266771534
3.383801940596104,53.144542219490276,32.034590274405176,72.9433359882983,70.01779343468529,74.56153739039041,14.970672064852295,3.70451818087212
3.454729353262819,253.87617645903637,36.544746450636964,44.88473868905284,94.98455300813097,56.72618307202012,67.10692608150919,4.6650294705395865
3.382282182525794,104.50703963767337,33.56721224887875,84.6153393600371,93.71840976062595,63.50665209534256,69.22020929108648,3.440833857147605
1.7447456010789462,266.22622540861073,31.859993824847656,57.945597731198774,110.84379953437877,11.52584244749848,67.118543734293,3.9923834388897363
4.906190611276231,179.20387967255832,18.367468533891323,71.91280261112607,79.86012115719461,88.01247096560184,42.428695579985195,4.539762196905197
4.808120364273652,71.06131047412697,27.070690321873457,60.8441973947281,81.02111947778843,62.08666559415719,71.07533392312894,3.9645544634949945
4.41339826325564,229.58964035915443,25.827317316679352,75.27419927040788,105.81718511156794,85.09310544018608,36.19848877146275,5.0158267023306955
7.179395256103877,72.45169570741459,28.51738370754672,67.13667827772608,33.8211271421088,96.73703893529012,51.79259583470344,3.323034178365576
4.488241195444966,224.50217848904043,24.778571504123565,41.74148489460535,101.34717632694436,75.89453448471495,29.50360479786647,3.953139334768907
1.3455353099193958,248.2135192351366,30.510931212014043,85.8592959455015,30.752335368378972,12.790943898548594,65.1927192528384,3.56581628018353
8.594566411980036,185.39286918457796,24.81139686090592,71.30333546881181,111.47690225822612,74.03765192216733,82.94506881589083,5.436462027337452
4.538458218899026,103.19496041814857,28.9404471498963,60.963979186834266,64.4478361049569,60.71236069204196,18.789990665852564,2.996277725548723
6.725213715716334,148.0811961842609,24.871882747071254,72.21326744063333,127.54157999874562,19.318563433368865,12.431110868367636,4.218830230465873
9.334015369557719,172.56552284217167,37.54418383307439,49.34927766052278,22.377662730101118,34.33843566694845,78.50209632087834,4.228276297414805
7.790443477225146,209.76089692516217,24.335392017495415,77.29284886404426,74.47328418920146,25.195686241166065,39.05918342583987,4.110817651122513
5.618589276192936,201.15989533206366,33.27331269331828,57.617397469127454,33.41044190432505,93.23572495380817,39.14429307305773,3.8125821202699943
5.677711443170013,138.11456892789204,30.343379235976453,79.27687080886105,131.6408472753422,81.57549932265289,60.82655779787834,3.783240394633324
8.570544852368364,234.70491921432944,24.63808819854585,50.07292521059112,27.534721477637454,73.07685105153126,53.806380823188896,4.499605424707734
8.32450678436266,238.28241853258618,35.190776711188306,78.46539829199867,77.9273391873597,78.69885753218614,20.94040271781995,4.0983250991498625
2.1972009552105263,218.00942375240885,38.189179235216784,84.86804718182529,24.735172023039333,64.11214547848829,78.43916182587536,2.8109911619943952
6.45176027442515,103.48177013585878,34.01210829864711,88.94514266044779,121.67974354511372,86.9739928992542,25.864432934770864,3.479700500451527
8.724298755133558,156.73699741295889,38.714701147110986,77.71904929378212,49.485540608508884,30.574733362754326,84.34254014351306,3.737371550371416
8.131420556586097,146.84439057869076,25.907667296618158,73.72072718116846,93.16828753955384,32.54541114881028,78.79128782898434,3.5313906245663813
1.6848021549667815,250.53390370511366,37.84350141619471,63.596808240508004,33.8201176709235,63.25746899350147,25.050394461040447,2.989484300173087
